tconst,0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,29,30,31
tt0075669,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0075784,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,
tt0075809,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
tt0076044,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0077631,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
tt0077766,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,
tt0079236,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,
tt0079501,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
tt0079807,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
tt0079817,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0080453,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0080653,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0081071,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
tt0081353,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0081398,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0082405,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0082594,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0082971,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0083131,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,
tt0083331,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0083365,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
tt0083791,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
tt0083907,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
tt0084042,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
tt0084256,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,
tt0084385,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0084602,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0084630,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
tt0084671,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0084921,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0085896,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
tt0085913,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
tt0086047,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0086230,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0087469,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0087538,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0087781,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0087843,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0087960,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
tt0087985,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0088194,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
tt0089574,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,
tt0089927,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0090202,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
tt0090633,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0091042,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
tt0091129,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0091326,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
tt0091369,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
tt0091607,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0091763,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
tt0092948,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
tt0093137,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0093300,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
tt0093378,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
tt0094862,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,
tt0095262,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0095444,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
tt0095631,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
tt0095690,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0095705,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
tt0095937,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0095953,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0096054,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
tt0096740,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0096787,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0096913,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0097142,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0097216,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0097576,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0097647,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0097758,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0097926,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0098313,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
tt0098465,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
tt0098999,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0099348,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
tt0099429,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0099652,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0099800,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,
tt0099858,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0100095,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,
tt0100332,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
tt0100507,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,
tt0100802,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0100814,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
tt0101329,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0102058,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,
tt0102065,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
tt0102266,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
tt0102492,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0102744,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0103060,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0103671,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0103772,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0103783,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0103786,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0103919,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,
tt0103994,,,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0104036,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,
tt0104057,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,
tt0104145,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0104454,,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0104685,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0105104,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
tt0105112,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0105385,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0105488,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
tt0105690,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0106375,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
tt0106538,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
tt0106552,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0106582,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0106661,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0106701,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0106965,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0107060,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0107206,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0107311,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0107798,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0107818,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
tt0107822,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,
tt0108041,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
tt0108052,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
tt0108065,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
tt0108162,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0108550,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
tt0109117,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
tt0109134,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,
tt0109444,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0109506,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
tt0109813,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
tt0109831,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0110064,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
tt0110222,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
tt0110443,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0110545,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0110613,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0110657,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
tt0110852,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
tt0110912,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
tt0110997,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
tt0111282,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0111756,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
tt0111780,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0112346,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0112442,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
tt0112453,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
tt0112459,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
tt0112553,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0112715,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
tt0113189,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0113280,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0113326,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
tt0113347,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0113419,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
tt0113442,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
tt0113537,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0113855,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0113957,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0114011,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0114031,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
tt0114231,1.0,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
tt0114682,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
tt0114726,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0114991,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0115963,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,
tt0116253,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0116313,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0116778,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
tt0116996,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
tt0117011,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0117057,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0117218,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
tt0117381,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0117437,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0117666,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
tt0117765,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0117951,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
tt0117965,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0118571,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0118655,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0118708,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0118742,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0118749,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
tt0118842,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0118917,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0118928,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0119008,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0119081,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,
tt0119099,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0119141,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0119174,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0119215,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0119326,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0119396,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0119428,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0119468,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0119572,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0119629,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
tt0119654,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0119695,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
tt0119822,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
tt0119861,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,
tt0119874,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0119978,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0120014,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
tt0120082,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
tt0120115,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0120157,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,
tt0120347,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0120484,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tt0120586,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0120669,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
tt0120735,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
tt0120746,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
tt0120770,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,
tt0120855,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0120889,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
tt0120891,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0120912,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0122718,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0123324,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
tt0125022,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
tt0126234,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,
tt0127723,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
tt0128442,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0131436,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
tt0131857,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tt0132347,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0133093,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0134067,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
tt0134084,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
tt0134119,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0136153,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
tt0136242,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
tt0138414,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
tt0138487,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,
tt0138563,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
tt0139654,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
tt0142342,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
tt0143145,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
tt0144084,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
tt0145660,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
tt0149261,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
tt0149367,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
tt0150377,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,
tt0151121,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0152139,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,
tt0152720,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
tt0157132,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,
tt0158622,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
tt0159365,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
tt0159382,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,
tt0159509,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
