title,release_year,duration,tconst,averageRating
Traffic Signal,2007,130,tt0819810,6.6
Train of the Dead,2007,88,tt1022513,3.5
Train to Busan,2016,118,tt5700672,7.6
Trainspotting,1996,94,tt0117951,8.1
Traitor,2008,114,tt0988047,6.9
Transcendence,2014,119,tt2209764,6.2
Trash,2014,114,tt1921149,7.1
Trash Fire,2016,94,tt5076792,5.8
Treasures from the Wreck of the Unbelievable,2017,82,tt6980988,6.0
Tree Man,2015,82,tt3246684,6.7
Tremors,1990,96,tt0100814,7.1
Trespass Against Us,2016,100,tt3305308,5.8
"Trikal (Past, Present, Future)",1985,134,tt0090202,7.1
Trimurti,1995,173,tt0114726,4.8
Trip to Bhangarh: Asia's Most Haunted Place,2014,113,tt4187650,2.5
Trixie Mattel: Moving Parts,2019,91,tt10011508,7.3
Trophy,2017,110,tt6333066,7.4
Troy: The Odyssey,2017,90,tt5734548,2.6
True Grit,1969,128,tt0065126,7.4
True to the Game,2017,108,tt5116504,5.2
Trumbo,2015,124,tt3203606,7.4
Tucker and Dale vs. Evil,2010,89,tt1465522,7.5
Tukaram,2012,162,tt2302945,8.1
Tunisian Victory,1944,76,tt0037404,6.6
Turbo,2013,96,tt1860353,6.4
Tusk,2014,102,tt3099498,5.3
Twinsanity,2018,86,tt8257624,4.0
Two Graves,2018,80,tt6671850,4.3
Two Lovers and a Bear,2016,95,tt4412528,6.1
Tyke Elephant Outlaw,2015,78,tt4254838,7.4
Tyson,2008,90,tt1032821,7.4
Ugly,2013,125,tt2882328,7.9
Una,2016,94,tt2315582,6.2
Unaccompanied Minors,2006,90,tt0488658,5.3
Unacknowledged,2017,104,tt6400614,7.0
Under The Skin,2013,108,tt1441395,6.3
Unfinished Song,2012,94,tt1047011,6.9
Union Leader,2017,105,tt6395306,7.2
Up in the Air,2009,110,tt1193138,7.4
Urvi,2017,121,tt6203964,6.8
Used Goods,2018,95,tt8887736,4.3
USS Indianapolis: Men of Courage,2016,130,tt2032572,5.3
V for Vendetta,2005,132,tt0434409,8.2
Vantage Point,2008,90,tt0443274,6.6
Veerappan,2016,117,tt5632164,5.3
Veerey Ki Wedding,2018,130,tt7262178,2.8
Vegas Baby,2016,78,tt4925028,6.2
Viceroy's House,2017,106,tt4977530,6.7
Victor,2015,110,tt3222852,6.5
Viking Destiny,2018,91,tt5657280,4.3
Vincent N Roxxy,2016,101,tt3704298,5.5
Viswasapoorvam Mansoor,2017,125,tt6921450,5.9
Vitti Dandu,2014,116,tt4317854,7.5
Vodka Diaries,2018,113,tt6275262,5.5
VS.,2018,99,tt4177018,5.9
Waiting,2015,94,tt3531740,7.7
Waiting,2015,94,tt4818930,7.1
Waiting...,2005,94,tt0348333,6.7
Waiting...,2005,94,tt0472710,4.8
Wakefield,2016,109,tt5195412,6.3
Walk with Me,2017,94,tt2331100,6.3
Walking Out,2017,96,tt5420886,5.8
War,2007,103,tt0499556,6.2
War Horse,2011,147,tt1568911,7.2
War on Everyone,2016,98,tt3708886,5.8
Warda,2014,73,tt4183910,4.2
Water & Power: A California Heist,2017,78,tt6290202,7.3
Waterschool,2018,68,tt7974234,6.5
We Are Your Friends,2015,96,tt3787590,6.1
We Belong Together,2018,83,tt8417466,4.6
We Need to Talk,2016,91,tt4699534,5.8
We the Animals,2018,93,tt7681824,6.9
Weeds on Fire,2016,95,tt5128712,6.7
Welcome 2 Karachi,2015,124,tt4023852,4.2
Welcome to New York,2014,108,tt2758890,5.6
Westerplatte Resists,1967,93,tt0062485,7.0
Westside vs. the World,2019,96,tt10876506,7.1
What a Wonderful Family!,2017,102,tt5934564,7.0
What Lies Beneath,2000,130,tt0161081,6.6
What Still Remains,2018,91,tt6013156,4.7
When Hari Got Married,2013,75,tt2271771,7.1
When Two Worlds Collide,2016,103,tt5278932,7.6
Where the Money Is,2000,89,tt0149367,6.3
Where's the Money,2017,86,tt5716848,5.1
White Chamber,2018,89,tt6888938,4.4
White Island,2016,91,tt4911876,4.2
Who's That Knocking at My Door?,1967,90,tt0063803,6.6
Why Knot,2016,84,tt3483174,5.6
Wild Wild West,1999,106,tt0120891,4.9
Wildlife,2018,105,tt5929754,6.8
Williams,2017,105,tt6981046,7.6
Willy Wonka & the Chocolate Factory,1971,100,tt0067992,7.8
Winnie,2017,85,tt6333082,6.2
Winter of Our Dreams,1981,86,tt0083331,6.2
Winter's Bone,2010,100,tt1399683,7.1
Wish I Was Here,2014,106,tt2870708,6.6
Wish Man,2019,108,tt3246874,6.9
Withdrawn,2017,74,tt6281936,5.8
Wolves,2016,109,tt4623856,5.7
World Trade Center,2006,129,tt0469641,6.0
Wrong No.,2015,133,tt4635548,6.4
Wrong Side Raju,2016,140,tt5979920,7.8
Wyatt Earp,1994,191,tt0111756,6.7
XX,2017,81,tt3322892,4.6
XXx,2002,124,tt0295701,5.8
XXX: State of the Union,2005,101,tt0329774,4.4
Y Tu Mamá También,2001,106,tt0245574,7.7
Y.M.I.: Yeh Mera India,2008,137,tt1002963,7.7
Yaadein,2001,171,tt0248617,4.2
Yaara O Dildaara,2011,132,tt2053483,5.4
Yamla Pagla Deewana 2,2013,147,tt2510874,3.4
Yanda Kartavya Aahe,2006,151,tt0845554,6.9
Yellowbird,2014,90,tt3526408,5.5
Yes or No,2010,111,tt1906518,6.7
Yes or No 2.5,2015,107,tt4556738,5.2
Yoga Hosers,2016,88,tt3838992,4.2
You Can Tutu,2017,87,tt5242920,4.5
You Carry Me,2015,157,tt2486856,7.0
You Changed My Life,2009,116,tt1382687,6.5
You Don't Mess with the Zohan,2008,113,tt0960144,5.6
Young Adult,2011,94,tt1625346,6.3
Zed Plus,2014,131,tt4190220,6.3
Zenda,2009,120,tt2343847,7.0
Zodiac,2007,158,tt0443706,7.7
Zombieland,2009,88,tt1156398,7.6
Zoom,2006,88,tt0383060,4.3
Zubaan,2015,111,tt3776484,6.1
The Stronghold,2021,105,tt10404944,6.9
Birth of the Dragon,2017,96,tt2720826,5.6
Tughlaq Durbar,2020,145,tt9769668,5.4
Shadow Parties,2020,117,tt10168094,7.0
Worth,2021,119,tt8009744,6.8
Final Account,2021,94,tt12789212,7.1
Here and There,2020,99,tt14766058,6.6
Janoskians: Untold and Untrue,2016,88,tt4841640,3.7
Shor In the City,2011,106,tt1916728,7.2
The Water Man,2021,92,tt4779326,5.5
A Faraway Land,2020,102,tt15260940,5.1
The Paper Tigers,2021,111,tt6060444,6.3
The Swarm,2021,102,tt10675724,5.3
Pomegranates and Myrrh,2009,95,tt1320282,6.3
9to5: The Story of a Movement,2021,85,tt11753730,7.4
Chhota Bheem And The Broken Amulet,2013,64,tt6417816,8.9
Words Bubble Up Like Soda Pop,2021,87,tt12735338,6.8
The Tambour of Retribution,2021,91,tt13657102,6.8
2 Weeks in Lagos,2020,107,tt10241024,6.3
Lift Like a Girl,2021,93,tt7240536,7.8
This Changes Everything,2019,96,tt5795282,7.7
Clash,2020,87,tt14620732,6.3
A Land Imagined,2019,95,tt8726116,6.2
Har Kisse Ke Hisse: Kaamyaab,2020,105,tt7881550,7.8
Return of the Prodigal Son,1976,124,tt0074168,7.2
Hampstead,2019,103,tt5153236,6.1
Mary Magdalene,2019,120,tt5360996,5.9
Red Joan,2019,101,tt7615302,6.4
Broken,2019,108,tt1207641,4.8
Broken,2019,108,tt5932800,5.1
A Family,2021,135,tt8974562,6.5
Biking Borders,2019,89,tt11188850,7.7
The Reason I Jump,2021,82,tt9098928,7.4
Until Midnight,2019,77,tt7741602,6.8
Tragic Jungle,2021,97,tt12792598,5.6
Kitty Love: An Homage to Cats,2021,61,tt12661060,5.1
The Wind,2019,88,tt8426594,5.6
Then Came You,2019,97,tt4859168,6.9
Then Came You,2019,97,tt8367084,6.0
99 Songs,2021,131,tt7559180,6.5
Hating Peter Tatchell,2020,91,tt6076668,7.6
Ahaan,2021,81,tt10833732,7.0
Love or Money,2020,116,tt11602582,6.1
Jungle Beat: The Movie,2021,90,tt12139700,5.5
Tottaa Pataaka Item Maal,2018,107,tt9000388,7.5
Super Me,2021,104,tt10097544,5.8
Milestone,2021,98,tt12779208,6.6
Monster,2021,99,tt12260412,3.8
Monster,2021,99,tt9077038,6.7
Monster,2021,99,tt9620986,7.2
Time to Dance,2020,107,tt8622232,2.2
S.M.A.R.T Chase,2018,94,tt5648036,4.7
The Disciple,2021,128,tt11423784,7.1
August: Osage County,2014,121,tt1322269,7.2
One,2020,149,tt11250720,6.2
Wild Dog,2020,126,tt11503178,6.1
Tell Me When,2021,97,tt10648198,5.7
Synchronic,2020,102,tt9016974,6.2
Uppena,2020,145,tt9633480,6.5
Night in Paradise,2021,132,tt12792418,6.7
Escape from Planet Earth,2013,89,tt0765446,5.8
Concrete Cowboy,2021,112,tt8846176,6.3
Madam Chief Minister,2020,121,tt13773882,4.8
Keeping the Bees,2020,93,tt12285116,5.8
Just In Time,2020,92,tt14243986,7.0
Bombay Rose,2021,97,tt8435324,6.4
Dogwashers,2021,108,tt13248198,5.8
Bigfoot Family,2021,88,tt9204164,5.8
I Care a Lot,2021,118,tt9893250,6.3
Monsoon,2020,85,tt4268054,6.4
Monsoon,2020,85,tt8090564,6.0
Xico's Journey,2021,87,tt12481806,5.1
Layla Majnun,2020,119,tt11313944,6.1
The Yin-Yang Master: Dream Of Eternity,2021,133,tt11454718,6.4
"Our Lady of San Juan, Four Centuries of Miracles",2020,123,tt10038660,6.2
Penguin Bloom,2021,95,tt6317656,6.8
Black Rose,2018,121,tt11841830,8.4
Double Dad,2020,105,tt11821818,5.6
The Heartbreak Club,2020,101,tt11841144,6.3
Tony Parker: The Final Shot,2020,99,tt13696668,6.8
Canvas,2020,9,tt8428550,8.9
Just The Way You Are,2016,107,tt3837166,6.3
Mosul,2020,103,tt8354112,7.9
Mosul,2020,103,tt9252468,7.1
40 Sticks,2019,93,tt13483050,5.7
The 12th Man,2018,130,tt3300980,7.3
Shattered Memories,2018,86,tt10938266,5.2
"Yes, God, Yes",2020,78,tt8949056,6.1
Heritages,2014,96,tt3461524,7.5
Taxi Ballad,2012,81,tt1754578,6.3
West Beirut,1999,106,tt0157183,7.6
Òlòtūré,2020,107,tt9725830,5.6
I'm Leaving Now,2019,75,tt4384500,6.6
The Outpost,2020,123,tt3833480,6.8
Ishqiya,2009,115,tt1345777,7.3
Pets United,2020,93,tt11276598,3.7
Cargo,2020,113,tt13705098,5.4
Cargo,2020,113,tt6068554,2.8
Cargo,2020,113,tt8992946,5.6
Septembers of Shiraz,2016,110,tt3661298,6.2
Meet the In-Laws,2017,75,tt8332742,5.9
Diamonds in the Sky,2018,113,tt14605694,5.8
We Summon the Darkness,2020,90,tt8058874,5.2
Almost Love,2020,92,tt18570412,4.9
Almost Love,2020,92,tt8739582,5.7
Rogue Warfare: The Hunt,2020,104,tt7983712,3.2
Tread,2019,88,tt5807330,7.1
Banana Split,2020,84,tt7755856,6.2
Hole in the Wall,2016,104,tt12715158,6.4
Hole in the Wall,2016,104,tt3108404,8.2
Hole in the Wall,2016,104,tt3969512,4.3
Oh My God,2012,129,tt3052110,8.7
Queen,2014,138,tt3322420,8.1
I Am Not Your Negro,2017,94,tt5804038,7.9
The F**k-It List,2019,103,tt8145202,5.2
The Silence of Others,2019,96,tt8099236,8.0
Ride Like a Girl,2020,99,tt7600382,7.0
Wasp Network,2020,128,tt6760876,5.9
The Land,1970,130,tt0064038,8.1
Axone,2020,101,tt8747548,6.9
Before the Summer Crowds,2016,86,tt5233554,5.3
Spelling the Dream,2020,83,tt6193522,6.8
Chippa,2020,92,tt8976464,6.5
The Stolen,2016,98,tt1680140,5.3
High Strung Free Dance,2019,104,tt6428150,6.8
Grandmother's Farm,2014,71,tt10033686,3.2
Mujeres arriba,2019,98,tt10349240,3.8
What Are the Odds?,2020,92,tt12327140,5.2
Either Me Or My Auntie,2006,105,tt0470102,5.3
Light in the Dark,2019,105,tt8530796,5.8
Fire in the Blood,2012,83,tt1787067,7.7
Lady Driver,2019,104,tt7562334,5.8
The Lift Boy,2020,107,tt6937368,7.2
The Promise,2008,110,tt0949503,6.5
Circus of Books,2020,87,tt8727582,7.1
A truthful Mother,2020,85,tt10834006,8.7
Bethany Hamilton: Unstoppable,2019,100,tt6435258,7.4
Twin Murders: the Silence of the White City,2020,110,tt8393332,5.3
Uncovered,2019,98,tt7517072,8.2
Bhangra Paa Le,2019,130,tt9766280,6.3
System Crasher,2020,120,tt8535968,7.8
The Silent War,2020,122,tt7336684,5.5
37 Seconds,2020,116,tt6156138,7.4
MindGamers,2017,99,tt3625516,3.6
"Live Twice, Love Once",2020,102,tt9063902,7.2
All the Freckles in the World,2020,90,tt9809140,5.2
SunGanges,2018,74,tt7084860,7.8
Minimalism: A Documentary About the Important Things,2016,78,tt3810760,6.6
Zoé: Panoramas,2016,89,tt5158844,6.8
Echo in the Canyon,2019,82,tt8884430,6.9
In My Country,2018,99,tt13163252,6.9
Noblemen,2019,109,tt6514218,5.6
Steal a Pencil for Me,2006,94,tt1045889,7.5
Evelyn,2019,96,tt8793990,7.2
Olmo & the Seagull,2014,82,tt4160256,7.2
Feo pero sabroso,2018,91,tt10432682,4.3
No One Will Ever Know,2017,102,tt8251336,6.2
Boi,2018,111,tt9010900,5.0
Eerie,2019,100,tt8723216,4.7
Girls With Balls,2019,77,tt4725842,3.9
ANIMA,2019,15,tt11193834,6.7
ANIMA,2019,15,tt13368304,6.8
Hikaru Utada Laughter in the Dark Tour 2018,2018,141,tt10556746,8.4
Unbroken,2019,109,tt11286002,7.1
Pihu,2018,90,tt8458202,6.7
Pachamama,2019,71,tt5541002,6.8
Rock My Heart,2019,110,tt5870322,6.5
Mere Pyare Prime Minister,2019,103,tt8207768,6.8
Joy,2019,101,tt8917752,6.6
The Perfection,2019,91,tt7772580,6.2
Shéhérazade,2019,111,tt8459250,7.1
In Family I Trust,2018,98,tt6869362,6.2
Jo Pil-ho: The Dawning Rage,2018,128,tt7738048,6.3
Unicorn Store,2019,92,tt2338454,5.6
The Trap,2017,91,tt2048905,4.8
The Trap,2017,91,tt5990444,4.3
Bayonet,2019,102,tt6472116,5.6
The Legend of Cocaine Island,2019,87,tt8106596,6.3
Bombairiya,2018,108,tt4971258,4.5
Lady J,2019,111,tt7530986,6.8
That Thing Called Tadhana,2015,91,tt4170436,7.3
Black Sea,2015,114,tt2261331,6.4
Chameli,2004,102,tt0383975,6.8
Lang Tong,2015,82,tt6423578,4.8
Arjun: The Warrior Prince,2011,91,tt2404027,6.8
Paan Singh Tomar,2010,129,tt1620933,8.2
Gnome Alone,2018,86,tt5851786,5.6
Truth or Dare,2017,88,tt5944422,6.3
Truth or Dare,2017,88,tt6772950,5.2
Truth or Dare,2017,88,tt6869948,4.0
Saadey CM Saab,2015,131,tt5074552,5.5
The 3rd Eye,2018,108,tt6506146,5.1
City of Joy,2018,77,tt4078252,7.6
El club de los buenos infieles,2018,85,tt3398808,5.5
The Skin of the Wolf,2018,110,tt6347150,5.8
King of Peking,2018,88,tt6148782,6.5
Maktub,2018,106,tt7252000,7.3
Sunday's Illness,2017,113,tt6053948,6.9
Ali's Wedding,2018,110,tt2782692,6.9
Outside In,2018,110,tt7260048,6.7
Catching Feelings,2018,117,tt5827360,5.7
Spivak,2017,92,tt6342110,5.7
Kodachrome,2018,105,tt1880399,6.8
Pickpockets,2017,108,tt7527694,5.4
Day of the Dead: Bloodline,2018,91,tt3053228,3.4
Roxanne Roxanne,2018,100,tt5796838,6.2
Steel Rain,2018,140,tt6769508,7.1
Love Beats Rhymes,2016,106,tt4686108,5.4
The Ritual,2018,95,tt5638642,6.3
The Polka King,2018,94,tt5539052,6.0
Goon: Last of the Enforcers,2016,102,tt2417712,5.8
The Secret,2006,91,tt0446463,6.2
The Secret,2006,91,tt1340124,7.0
The Girl from the Song,2016,101,tt6336270,5.6
Long Shot,2017,40,tt2139881,6.8
Heroin(e),2017,40,tt5921576,5.8
Sohni Mahiwal,1984,160,tt0152509,6.0
The Guardian Brothers,2016,86,tt4788934,5.4
The Saint,2017,92,tt5846676,6.4
Message from the King,2017,103,tt1712192,6.4
Lens,2015,109,tt4818776,6.6
Mindhorn,2017,88,tt4799064,6.3
Tramps,2017,83,tt4991512,6.5
Slam,2017,99,tt4379536,6.1
Slam,2017,99,tt6037866,5.9
Jonas,2015,97,tt1661230,5.6
The Violin Player,2016,72,tt4643520,6.8
The Violin Player,2016,72,tt6387506,6.1
My Beautiful Broken Brain,2016,84,tt3815136,7.0
The Other One: The Long Strange Trip of Bob Weir,2015,84,tt3692768,7.3
My Own Man,2015,82,tt3356434,6.4
27: Gone Too Soon,2017,70,tt7490256,4.9
A Week in Watts,2017,91,tt5916158,6.2
Acapulco La vida va,2016,89,tt3442726,5.4
Adventures in Public School,2018,86,tt3364264,5.9
American Warfighter,2019,106,tt4524418,3.9
B.A. Pass,2013,99,tt2408040,6.4
Backfire,2019,97,tt6238084,3.6
Badha,2006,91,tt2146882,7.1
Betting on Zero,2017,104,tt3762912,7.2
Beyond the Clouds,2018,120,tt3224288,6.9
Bhouri,2017,123,tt5978194,6.6
Big Kill,2018,126,tt7730102,5.3
Black Snake Moan,2007,116,tt0462200,6.9
Blockbuster,2017,85,tt2463842,5.5
Breath,2018,116,tt1553659,6.7
Breath,2018,116,tt6272704,7.4
Camera Store,2016,104,tt4651666,5.7
Cardboard Gangsters,2016,92,tt5156274,6.4
Class Rank,2018,103,tt5219972,6.4
Command and Control,2017,92,tt5598206,7.3
Daddy Issues,2019,82,tt13549904,8.1
Daddy Issues,2019,82,tt6271806,4.3
Daddy Issues,2019,82,tt6462482,4.7
Daddy Issues,2019,82,tt9460580,6.6
Daffedar,2017,151,tt6099884,5.7
East Side Sushi,2015,106,tt2340650,7.1
Elizabeth Harvest,2019,109,tt6852872,5.8
Emelie,2016,82,tt4503598,5.4
Entanglement,2018,85,tt3534294,5.9
Estar o no estar,2016,100,tt2996710,5.4
Everybody Knows,2019,133,tt4964788,6.9
Ex Machina,2015,108,tt0470752,7.7
Face 2 Face,2017,89,tt4835940,6.8
Face 2 Face,2017,89,tt7622218,4.2
Face 2 Face,2017,89,tt9872614,7.4
Fandry,2014,102,tt2827320,8.3
Figures of Speech,2016,92,tt3876494,7.8
Fishtail,2015,61,tt3574306,6.7
Flock of Four,2018,83,tt6060208,6.2
Follow Me,2017,86,tt7631792,5.1
Footprints: The Path of Your Life,2015,90,tt6079160,6.2
Freak Show,2018,91,tt5089534,6.6
Froning: The Fittest Man in History,2016,99,tt5079382,6.6
Gemini,2018,130,tt5795086,5.4
Gemini,2018,130,tt6792666,5.8
Hitler's Steel Beast,2017,54,tt7650378,6.3
Homeland,2019,73,tt8010436,5.9
House of Z,2016,88,tt5321568,6.8
Immoral Tales,1974,103,tt0071359,5.6
Incoming,2019,89,tt6678874,3.3
Iqbal,2006,127,tt0453729,8.1
Jugaad,2017,52,tt9466100,7.4
Kalki,2017,41,tt10207954,6.8
Kalki,2017,41,tt9011130,4.8
Katha,1982,140,tt0085776,7.8
Kickboxer: Retaliation,2017,110,tt5208950,5.0
Kristy,2013,85,tt2027136,5.9
Lady-Like,2018,83,tt4786132,5.6
Mara,2017,99,tt1773753,5.1
Maroon,2016,94,tt6118058,5.1
My Honor Was Loyalty,2015,115,tt4544696,4.3
Natural Selection,2015,101,tt3667792,5.1
Norm of the North: Keys to the Kingdom,2019,92,tt7913394,3.0
Once In A Lifetime Sessions with Nile Rodgers,2018,70,tt10912972,8.0
One More Shot,2017,89,tt8120244,8.6
P,2006,105,tt0449629,5.0
Pekak,2016,95,tt4810104,6.4
Professor Mack,2018,84,tt6052206,3.7
Radiopetti,2015,83,tt4834712,7.1
Refugee,2016,24,tt5642914,6.8
Road to Sangam,2010,136,tt1471247,7.4
S Is for Stanley,2016,82,tt3512160,6.9
Shorts,2009,89,tt1100119,4.7
Siddhant,2014,105,tt4292228,6.7
Sinister Circle,2017,87,tt5481608,4.6
Some Freaks,2017,97,tt3283864,6.3
Sons of Ben,2016,73,tt2317088,7.5
Soul to Keep,2019,94,tt5031658,4.2
Standoff,2015,86,tt3703908,6.1
Star Men,2015,88,tt4481310,6.6
Sthaniya Sambaad,2010,106,tt1645919,7.8
Straight Up,2020,96,tt8855960,6.9
Survivors Guide to Prison,2017,103,tt4323370,7.1
Terrifier,2017,84,tt4281724,5.6
The Ant's Scream,2010,108,tt2002606,6.5
The Black Room,2016,95,tt5431600,3.4
The Brawler,2019,95,tt5471472,4.8
The Brawler,2019,95,tt7180544,8.0
The Feels,2018,88,tt5831402,5.1
The Gospel of Matthew,2014,190,tt3248148,7.7
The Healer,2017,108,tt4356480,6.3
The Healer,2017,108,tt6073544,6.5
The Heyday of the Insensitive Bastards,2017,96,tt4076926,4.4
The Incredible Story of the Giant Pear,2018,75,tt7006206,6.2
The Lamb,2017,86,tt9732250,6.8
The Perfect Day,2018,93,tt5730898,3.1
The Rat Race,2010,52,tt2308985,6.5
The Redeemed and the Dominant: Fittest on Earth,2017,120,tt5503594,7.1
The Redeemed and the Dominant: Fittest on Earth,2017,120,tt8144778,7.1
The Rezort,2016,90,tt3923662,5.3
The Space Between Us,2016,120,tt3922818,6.4
The Trip to Spain,2016,108,tt6193424,6.6
The Trust,2015,91,tt3733774,5.4
Tinker',2018,97,tt3833682,5.2
"Twisted Trunk, Big Fat Body",2015,89,tt1955036,7.1
Undercover Grandpa,2016,94,tt3891538,5.2
Unruly Friends,2011,83,tt3587480,5.5
Vizontele Tuuba,2004,106,tt0399854,6.5
Warehoused,2015,92,tt6524724,6.5
Welcome to Willits,2017,84,tt3074952,4.1
While We're Young,2015,97,tt1791682,6.3
Would You Rather,2013,93,tt1999995,5.7
