tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0080998,"Quilas, the Bad of the Picture",1980,124,"Crime,Drama,Mystery",6.6
tt0116823,Larger Than Life,1996,93,"Comedy,Family",5.6
tt0110215,Jungleground,1995,90,"Action,Sci-Fi,Thriller",5.3
tt1575718,Yue ye zhan,1980,89,"Action,Adventure",6.1
tt4276844,Inside Metal: The Pioneers of L.A. Hard Rock and Metal,2014,80,"Documentary,Music",6.1
tt0069047,The Vampires Night Orgy,1973,84,Horror,4.8
tt0118083,Winter Bay,1996,98,"Crime,Drama,Romance",4.9
tt1814842,The Rivalry: Red v Blue,2013,90,Documentary,7.2
tt1001412,Upa! An Argentinian Movie,2007,90,"Comedy,Drama",6.1
tt9336096,Hungary 2018,2018,85,Documentary,6.1
tt0193866,Death Junction,1994,89,"Action,Crime,Thriller",5.0
tt0823219,Meeting Resistance,2007,84,Documentary,7.8
tt10122618,Gondi,2020,112,Drama,7.2
tt0484310,Detrás del mar,2005,99,Drama,7.6
tt0371817,Eyes of Night,2003,98,Drama,5.9
tt9615026,Kuthoosi,2019,134,Action,5.5
tt3402834,Oblivion Season,2014,94,Drama,6.2
tt3642628,Cowboy Drifter,2022,104,Drama,6.6
tt0302612,Vampire Controller,2001,91,Horror,5.8
tt1303786,The Red Queen,2009,105,Thriller,5.4
tt0263475,The Invasion of the Dead,1973,85,"Action,Adventure,Horror",5.2
tt15459728,What Happened to the Wolf?,2021,134,"Drama,Romance",9.7
tt0097409,An Enemy of the People,1989,99,Drama,7.3
tt0122071,Fort Courageous,1965,72,Western,5.3
tt0060802,Closely Watched Trains,1966,92,"Comedy,Drama,Romance",7.6
tt0143920,The Bitter Stems,1956,90,"Crime,Drama,Film-Noir",7.6
tt11281142,Sol,2020,98,Comedy,6.0
tt12275096,Love Lockdown,2020,70,"Romance,Thriller",6.6
tt4625030,Be Somebody,2018,90,"Action,Crime",9.2
tt8651064,Idam Jagath,2018,126,"Action,Thriller",5.5
tt0265426,Women,2000,89,"Comedy,Drama",6.8
tt5485466,Kharms,2017,95,Biography,5.9
tt1373138,The First Man,1996,88,Sci-Fi,3.9
tt0252802,101 Rent Boys,2000,78,Documentary,6.5
tt0076634,Rogue Lion,1972,95,Adventure,5.6
tt1518272,Mexican Fighter,2013,63,"Biography,Documentary,Sport",6.9
tt5644634,Teri Meri Love-Story,2016,130,Drama,6.9
tt0212873,Cicadas,2000,90,Drama,7.8
tt3433668,Le jeu de la vérité,2014,85,Comedy,4.4
tt0428541,Five Fingers,2006,87,"Drama,Thriller",6.3
tt0070291,The Last of Sheila,1973,120,"Crime,Drama,Mystery",7.2
tt1955031,Booster,2012,73,"Crime,Drama",5.0
tt9639852,#Babylon'13,2014,66,Documentary,8.2
tt0257652,Dash,1945,65,"History,War",6.0
tt0214550,Scorched Earth,1969,101,"Drama,War",6.6
tt0178458,Follow Me,1969,79,"Documentary,Sport",6.1
tt0263691,Mais,1976,105,"Drama,History",7.0
tt11175990,The Final Code,2021,123,Drama,5.8
tt0199787,Panurge's Sheep,1961,98,Drama,5.4
tt0436388,Hey Boy,2003,80,Comedy,6.4
tt0082854,L'onorevole con l'amante sotto il letto,1981,91,Comedy,5.4
tt3453938,Room 236,2015,120,"Drama,Thriller",8.4
tt0858436,Dragon,2006,84,Fantasy,2.7
tt8389836,Rubb Rakha,2018,133,Drama,3.6
tt7741252,Songs for Kit,2017,57,Documentary,6.8
tt0407696,Creature of the Walking Dead,1965,74,"Horror,Sci-Fi",2.6
tt0038915,The Searching Wind,1946,108,"Drama,War",6.2
tt4136456,The Virtuoso,2021,110,"Action,Thriller",4.9
tt3945988,Monsoon,2014,108,"Documentary,Drama",7.4
tt13649516,Blood Room,2016,80,Horror,4.6
tt2317090,And Then There Was You,2013,100,Drama,5.6
tt1168639,Home Sweet Home,2008,100,Comedy,5.5
tt0355808,Nari Nari Naduma Murari,1989,137,"Comedy,Drama,Romance",6.8
tt0068609,Strange City,1972,106,Drama,6.8
tt1700796,Eeeee Eee Eeee: The Movie,2010,86,"Comedy,Drama,Fantasy",7.7
tt6831036,Haymatloz - Exil in der Türkei,2016,90,Documentary,6.3
tt0047545,Superman Flies Again,1954,77,"Action,Fantasy,Sci-Fi",6.5
tt1506443,Kola Kolaya Mundhirika,2009,134,Comedy,6.9
tt0083947,Five Days One Summer,1982,96,Drama,6.1
tt0056844,When the Cat Comes,1963,104,"Comedy,Family,Fantasy",7.2
tt1047494,Meet the Browns,2008,100,"Comedy,Drama,Romance",4.4
tt0183591,Ogulcan,1990,74,"Drama,Romance",4.1
tt2472742,Different Drummers,2013,107,"Adventure,Drama,Family",6.5
tt0049233,Friendly Persuasion,1956,137,"Drama,Family,Romance",7.3
tt1056469,Heaven's Heroes,1980,80,"Action,Drama",6.5
tt0287417,Slave Contract,1982,70,Drama,6.1
tt0132726,Below the Belt,1971,89,"Action,Comedy,Crime",3.9
tt0760315,Living with Uncle Ray,2006,74,Comedy,8.7
tt8367184,The Wedding Year,2019,90,"Comedy,Romance",5.5
tt0064490,Invasion,1969,123,Drama,7.2
tt3801246,Bahêa Minha Vida: O Filme,2011,100,"Documentary,Sport",9.6
tt0036392,The Flemish Farm,1943,82,"Drama,War",5.9
tt0079826,The Rose,1979,125,"Drama,Music,Romance",6.9
tt0114753,Two Bits,1995,85,"Comedy,Drama",6.2
tt0270394,The Rambling Guitarist,1959,77,Crime,6.4
tt0062097,Parol ne nuzhen,1967,164,"Action,History",6.2
tt0293573,Say Yes,2001,104,"Crime,Drama,Romance",5.7
tt13016428,"I, Challenger",2022,98,Comedy,6.1
tt2384688,The Weight,2012,107,Drama,6.2
tt1981107,The Young and Prodigious T.S. Spivet,2013,105,"Adventure,Comedy,Drama",7.0
tt0155594,Ces sacrées vacances,1956,102,Comedy,5.5
tt0173432,Vzlyot,1979,139,"Biography,Drama",7.6
tt7813110,Primer Grado en Tres Países,2017,92,Documentary,5.7
tt0847754,"Piano, solo",2007,104,"Biography,Drama,Music",6.7
tt5247042,Dark Web,2016,89,"Action,Thriller",3.3
tt0104315,Hero of the Beggars,1992,95,Comedy,6.1
tt0117196,Nobody's Business,1996,60,"Biography,Documentary",8.0
tt3413242,Penanggal: The Curse of the Malayan Vampire,2013,100,Horror,5.2
tt0370459,Diamond and Sphinx,2003,56,"Action,Comedy,Crime",6.6
tt1409090,Everybody Dies,2009,76,Action,2.4
tt1234243,Dark Paradox,2007,89,"Horror,Sci-Fi",6.2
tt0922455,Behind the Walls,2008,92,Drama,6.7
tt2930988,The Love Songs of Tiedan,2012,91,"Comedy,Drama",7.3
tt0431213,Lassie,2005,100,"Adventure,Comedy,Drama",6.7
tt8696966,Long Live Rock: Celebrate the Chaos,2019,83,Documentary,5.8
tt0060790,Password: Kill Agent Gordon,1966,95,"Action,Adventure",5.0
tt0368619,Brides,2004,128,"Drama,Romance",7.6
tt1127198,SMS - Sotto mentite spoglie,2007,90,Comedy,5.2
tt1756616,"Marieke, Marieke",2010,85,Drama,5.8
tt13895038,We're the Marvels,2021,74,Drama,8.8
tt0414531,Somewhere in Indiana,2004,87,Drama,5.5
tt0061805,The Zombie Walks,1968,88,"Crime,Mystery,Thriller",5.9
tt8206344,Honest Thieves,2019,99,"Adventure,Comedy,Crime",7.4
tt0088330,Until September,1984,95,"Drama,Romance",5.7
tt15287766,RiffTrax Live: Amityville 4: The Evil Escapes,2021,120,"Comedy,Horror",8.4
tt0226097,La lumière du lac,1988,90,Drama,6.3
tt9765144,Zombie for Sale,2019,112,"Comedy,Horror,Sci-Fi",6.6
tt8864962,Holiday,2018,84,Crime,2.9
tt0046509,Vi tre debutera,1953,95,Drama,5.7
tt1213649,"The Mountain, the River and the Road",2009,72,Drama,6.7
tt0210933,Quinto patio,1950,113,"Crime,Drama",6.7
tt6760836,Wang xiang zheng,2016,90,"Horror,Thriller",5.0
tt6902696,Gloria Bell,2018,102,"Comedy,Drama,Music",6.3
tt0052423,Zolnierz królowej Madagaskaru,1958,77,"Comedy,Musical,Romance",5.8
tt21227858,Tantsy Na Vysote,2022,95,Comedy,3.2
tt0109443,Clean Slate,1994,107,"Comedy,Mystery",5.7
tt15301048,"Argentina, 1985",2022,140,Drama,8.2
tt5184580,Ídolo,2015,103,Documentary,9.0
tt1863292,Khel Mandala,2011,102,Drama,8.4
tt0401452,Haba-baba-doo! Puti-puti-poo!,1998,90,"Comedy,Family",8.3
tt1816561,Control Tower,2011,68,"Drama,Music,Romance",6.8
tt0324123,Surprise,2002,98,"Comedy,Romance",6.0
tt21263500,Contorted,2022,91,"Horror,Mystery",4.0
tt0359686,Apocalypse Mercenaries,1987,88,"Action,War",4.8
tt3064620,Isabelle Dances Into the Spotlight,2014,100,"Drama,Family",5.6
tt0321722,Clon,2005,95,"Drama,Sci-Fi,Thriller",6.4
tt0066251,Promise at Dawn,1970,99,Drama,6.6
tt0053183,Pork Chop Hill,1959,97,"Drama,War",7.1
tt0313589,Shachô gaiyûki,1963,98,Comedy,6.8
tt1694108,Three Days Happiness,2012,80,"Drama,Thriller",6.4
tt0239632,Metronotte,2000,105,"Crime,Drama,Thriller",6.1
tt13330846,Patra Vaitha Nerupondru,2020,134,"Action,Crime,Thriller",6.7
tt0054434,El vagabundo y la estrella,1960,89,Musical,7.9
tt0372763,The Animation Show,2003,94,"Animation,Comedy",7.5
tt0041644,Master Minds,1949,64,"Comedy,Family,Horror",6.1
tt1890391,The Dead Man and Being Happy,2012,92,"Comedy,Drama,Mystery",5.4
tt2996710,Estar o no estar,2015,100,"Drama,Romance",5.4
tt0364385,Ju-on: The Grudge,2002,92,Horror,6.7
tt4380536,Eyang Kubur,2013,80,"Comedy,Horror",6.5
tt0048516,The Case of Poisons,1955,103,"Crime,Drama,History",6.2
tt2207668,Chakradhaar,2012,120,Action,4.3
tt0926129,Prom Night,2008,88,Horror,3.9
tt2501412,Raskal Love,2012,90,"Action,Biography,Drama",9.0
tt1592530,The Guide,2010,94,Comedy,5.7
tt0098204,Rikyu,1989,135,"Biography,Drama,History",7.1
tt12465976,Hetty Feather: Live on Stage,2019,119,Musical,7.8
tt2737750,Only the Young Die Good,2013,91,"Crime,Drama,Thriller",7.6
tt0317813,Katta Panchayathu,1996,135,Drama,5.3
tt0316234,Slave,2003,95,"Crime,Drama",6.5
tt0456340,Chaotic Ana,2007,118,"Drama,Mystery,Romance",6.3
tt0050389,Premier mai,1958,85,Comedy,6.4
tt2290144,The Young Believers,2012,80,Drama,5.2
tt1825812,Ik Kudi Punjab Di,2010,139,Romance,7.2
tt1268987,Operation: Endgame,2010,87,"Action,Comedy",4.9
tt10699348,Rundfunk: Jachterwachter,2020,89,Comedy,5.7
tt3763980,Karaka Kasadara,2005,140,Drama,3.0
tt1337692,Sandcastles,2008,73,"Comedy,Drama,Romance",7.8
tt0102283,Legal Tender,1991,95,"Action,Thriller",3.8
tt3263430,Stray Dog,2014,98,"Documentary,War",6.5
tt21108248,Prince Oak Oakleyski Most Handsome in the World Handsomest,2022,60,"Comedy,News,Talk-Show",9.9
tt0087065,Cloak & Dagger,1984,101,"Action,Adventure,Crime",6.5
tt2226427,Kaffeefahrt ins Krematorium,2011,55,Documentary,7.3
tt0309379,Blues za Saro,1998,96,"Comedy,Drama,Thriller",6.3
tt13678498,Vernon Jordan: Make It Plain,2020,55,Documentary,7.1
tt0073414,Muerte de un quinqui,1977,88,"Crime,Thriller",5.6
tt0265180,Expecting Mercy,2000,82,Thriller,4.8
tt1483776,The Invention of Flesh,2009,82,Drama,5.3
tt2376726,Blood First,2014,78,"Action,Crime,Drama",4.6
tt0151753,A Night of Magic,1944,55,"Comedy,Fantasy,Musical",3.9
tt2479478,The Ridiculous 6,2015,119,"Action,Adventure,Comedy",4.8
tt1806971,Mía,2011,106,Drama,7.1
tt0414504,Shair,1949,138,Romance,7.5
tt0271191,Skazka pro vlyublyonnogo malyara,1987,80,"Drama,Family,Fantasy",6.0
tt6331468,Lunàdigas - or Concerning Childfree Women,2016,69,Documentary,7.4
tt0872123,Forever Flows,2006,95,Drama,7.2
tt1456915,Villa Estrella,2009,96,Horror,5.8
tt0035137,Not a Ladies' Man,1942,60,"Drama,Romance",6.5
tt0038652,Janie Gets Married,1946,89,"Comedy,Romance",6.0
tt8890454,The Time of Forests,2018,103,Documentary,7.8
tt0064202,Czerwone i zlote,1969,98,Comedy,6.6
tt0070128,The Big Store,1973,86,Comedy,6.2
tt8776902,Bizum usaklar,2018,97,Comedy,1.6
tt12944236,Homecoming - Marina Abramovic and Her Children,2020,83,Documentary,7.0
tt1424064,Last Supper No. 3,2009,83,Drama,9.2
tt0286069,Drawing Blood,1999,90,"Comedy,Horror",4.2
tt2176070,Homecoming,2012,110,"Drama,Family",8.9
tt0848586,Five Moments of Infidelity,2006,90,"Drama,Romance",5.4
tt8386910,The 5th String,2011,98,Drama,6.7
tt0076445,Sweet Adolescents,1977,108,Drama,6.3
tt1979309,ReGOREgitated Sacrifice,2008,65,Horror,3.4
tt6211976,A Vigilante,2018,91,"Crime,Drama,Mystery",5.7
tt0099107,Barroco,1989,108,"Drama,History,Music",6.8
tt2070834,Surya,2007,76,Documentary,7.5
tt0049350,Den hårda leken,1956,106,Drama,6.0
tt2372760,Home,2013,90,"Comedy,Drama,Romance",6.7
tt3469440,Z Storm,2014,92,"Action,Crime",5.4
tt6270524,Vampire Cleanup Department,2017,93,"Action,Comedy,Horror",5.5
tt0106780,Drömmen om Rita,1993,104,Comedy,6.1
tt0036085,Kungsgatan,1943,96,Drama,5.7
tt0058606,"Spider Baby or, the Maddest Story Ever Told",1967,81,"Comedy,Horror",6.8
tt0261192,Hrdeh,1984,87,Comedy,5.0
tt0096281,Tokyo Pop,1988,99,Comedy,6.8
tt3888834,Lake of Betrayal: The Story of Kinzua Dam,2017,57,Documentary,8.8
tt9116320,Dünya Hali,2018,101,Comedy,4.1
tt0296782,Nikola Kavaja - lovac na Tita,1991,99,Documentary,6.9
tt4883614,Logic on Fire,2015,102,Documentary,8.7
tt1559034,The City of the Dead,2009,62,Documentary,6.7
tt9350934,The Outside Story,2020,85,Drama,6.4
tt8263936,The Mystery of Henri Pick,2019,100,"Comedy,Drama,Mystery",6.7
tt5219958,Around the Sun,2019,78,Drama,5.6
tt8635076,Johny Johny Yes Appa,2018,144,Comedy,4.8
tt11146072,Behemoth,2021,88,Horror,4.7
tt2468774,Confession of Murder,2012,119,"Action,Crime,Thriller",7.0
tt0164401,Blood on the Sun,1972,94,Action,5.5
tt10640760,The Wrong Path,2021,87,Thriller,3.7
tt0088861,Brussels by Night,1983,87,Drama,6.5
tt0275684,Skateboard Madness,1980,92,"Comedy,Documentary,Sport",7.2
tt0121654,A Princesa Xuxa e os Trapalhões,1989,112,"Adventure,Comedy,Family",4.2
tt0048255,"Sons, Mothers and a General",1955,110,"Drama,War",6.7
tt0456369,From Joan of Arc to Philippe Pétain,1944,58,"Documentary,History",5.6
tt7656692,Navios de Terra,2017,70,"Documentary,Drama",7.6
tt1523400,The Pain,2009,104,Drama,5.6
tt0336564,Hibla,2002,105,Drama,5.1
tt4324890,A Report About Mina,2015,54,"Biography,Crime,Documentary",6.6
tt0104382,Ha ett underbart liv,1992,89,"Comedy,Drama,Romance",5.6
tt0092966,En toute innocence,1988,100,"Crime,Drama,Thriller",6.2
tt0255297,Caravan Serai,1986,115,Drama,6.6
tt0039273,The Private Life of an Actor,1948,95,"Comedy,Drama",7.1
tt1204315,Meerkat Manor: The Story Begins,2008,76,"Documentary,Family",6.9
tt2758062,The Accordion's Voyage,2013,79,"Documentary,Music",6.8
tt1179376,Letter to Anna,2008,83,Documentary,6.8
tt15301224,Nerisa,2021,106,Drama,6.0
tt1470861,Hakujitsumu,2009,80,Drama,5.8
tt6333094,Tell Them We Are Rising: The Story of Black Colleges and Universities,2017,85,"Documentary,History",6.8
tt0337943,Consequence,2003,97,"Action,Thriller",4.9
tt0354490,Ballroom,2003,94,"Drama,Mystery",5.5
tt0108127,Laughter of the Water Margins,1993,84,Comedy,5.4
tt14076990,Divaswapna,2021,130,Drama,9.0
tt0108470,Uuno Turhapuron poika,1993,91,Comedy,4.0
tt0041393,Frontier Revenge,1948,56,Western,6.9
tt0481532,Greg & Gentillon,2005,85,"Comedy,Drama",6.6
tt1720046,Anarchy in Zirmunai,2010,90,Drama,5.8
tt0117509,Romeo + Juliet,1996,120,"Drama,Romance",6.7
tt0115447,Il tocco - La sfida,1997,107,"Action,Crime,Sport",5.7
tt3118628,Bastardo,2013,106,Drama,7.7
tt0035382,Station Master,1942,157,Drama,6.2
tt9767812,Volver a Boedo,2018,92,Documentary,8.0
tt0103029,La taberna fantástica,1991,88,Drama,7.3
tt12350310,La luna representa mi corazón,2021,100,Documentary,6.8
tt1434616,Giving It Up,2008,74,Documentary,6.8
tt21195548,Buba,2022,94,"Comedy,Drama",5.8
tt1957871,Committee on UnAmerican Activities,1962,46,"Documentary,History",7.2
tt3782666,Antigona despierta,2014,63,Documentary,5.6
tt7691572,Cyborgs: Heroes Never Die,2017,112,"Action,Drama,War",7.5
tt0138572,Provisional Liberty,1958,93,"Drama,Romance",5.7
tt0189344,24 Hour Playboy,1989,96,"Comedy,Drama",6.0
tt0053441,Westbound,1958,72,"Action,Romance,War",6.5
tt12699572,The Tale of the Fatherless,2021,105,Drama,8.7
tt0256127,Face,2000,124,"Comedy,Crime,Drama",6.9
tt0055244,Thou Shalt Not Kill,1961,148,"Drama,War",7.8
tt0100756,Tax Season,1989,93,Comedy,2.9
tt4129802,Vermelho Russo,2016,90,Drama,6.5
tt5136576,Reveries of the Solitary Actor,2016,103,"Comedy,Drama",6.2
tt5991206,The Wedding Plan,2016,110,"Comedy,Romance",6.4
tt6159518,The Force,2017,92,Documentary,6.8
tt7563138,Stay,2017,86,Drama,6.5
tt0056985,...denn die Musik und die Liebe in Tirol,1963,94,Music,4.0
tt0074096,The Red Poster,1976,90,Drama,6.3
tt2657254,Little Notes to Heaven,2017,111,"Drama,Romance",7.3
tt0323465,Octane,2003,91,"Horror,Mystery,Thriller",4.3
tt0063102,How to Save a Marriage and Ruin Your Life,1968,102,"Comedy,Romance",6.3
tt6441688,El precio de la risa,2017,67,"Comedy,Documentary",6.6
tt1196682,Quit,2010,87,"Drama,Romance",5.6
tt0104071,Death Triangle,1993,98,Action,5.4
tt4524792,Beyond My Reflection,2015,72,Biography,6.2
tt0108385,Tres palabras,1993,91,"Drama,Romance",5.2
tt1283923,Morbid: A Love Story,2009,90,"Horror,Romance",5.8
tt3401190,Taking My Parents to Burning Man,2014,82,"Adventure,Comedy,Documentary",6.4
tt2304426,The Selfish Giant,2013,91,Drama,7.3
tt12742084,Ko nezino vyrai,2022,90,"Comedy,Fantasy,Romance",7.0
tt4558040,Loserville,2016,96,"Comedy,Drama,Family",6.1
tt0409958,Film Amateura,2004,93,Comedy,8.2
tt0061369,Asterix the Gaul,1967,68,"Action,Adventure,Animation",6.6
tt9882084,Chasing Happiness,2019,96,"Biography,Documentary,Music",7.7
tt4385944,My Soul to Keep,2019,90,"Action,Family,Horror",5.0
tt0073620,Report to the Commissioner,1975,112,"Action,Crime,Drama",6.7
tt0052557,The Restless and the Damned,1959,95,Drama,6.9
tt9051908,Living,2022,102,Drama,7.5
tt0118870,Cold Around the Heart,1997,96,"Crime,Drama,Thriller",5.2
tt2461126,"Something, Anything",2014,88,"Drama,Romance",6.5
tt0279135,Imzam kanla yazilir,1970,70,"Adventure,Drama",6.2
tt0037518,Apology for Murder,1945,67,"Crime,Drama,Film-Noir",5.7
tt3673936,A Silent Way,2012,90,Drama,7.9
tt0347591,My Name Is Modesty: A Modesty Blaise Adventure,2004,78,"Action,Crime,Drama",4.5
tt0393818,Srirama Chandrulu,2003,180,Comedy,5.4
tt2166333,Out of Love,2011,93,Drama,3.9
tt0098242,SV - Spalnyy vagon,1989,93,"Comedy,Romance",6.3
tt0169730,Dags,1998,83,"Comedy,Romance",6.1
tt0090955,The Making of Fanny and Alexander,1984,110,Documentary,7.6
tt1552010,Veer Yodha Prithviraj Chauhan,2008,85,"Action,Animation,Drama",7.9
tt1895534,St. Christopher,1967,60,Documentary,6.4
tt3003260,Fog Island,2012,74,"Horror,Mystery,Thriller",6.8
tt0200856,Mi desconocida esposa,1958,81,"Comedy,Drama",6.3
tt7466076,Mother,2019,82,Documentary,7.0
tt0787519,Broken Lines,2008,97,Drama,6.2
tt0832449,One Piece: Clockwork Island Adventure,2001,55,"Adventure,Animation,Comedy",6.8
tt10742934,Bad Christmas,2021,93,"Comedy,Crime,Thriller",6.5
tt13223734,Bittersweet,2020,101,Drama,7.9
tt12307950,Borva,2019,85,Drama,7.2
tt6868352,Masti Nahi Sasti,2017,96,Comedy,4.0
tt0385726,Glory Road,2006,118,"Biography,Drama,Sport",7.2
tt1817236,Shelter,2010,88,"Comedy,Drama",6.9
tt0102371,The Magic Riddle,1991,93,"Animation,Fantasy",6.0
tt3710778,Beyond Glory,2015,78,War,7.4
tt3558642,"Nativity 3: Dude, Where's My Donkey?!",2014,109,"Comedy,Family",3.6
tt1450321,Filth,2013,97,"Action,Comedy,Crime",7.0
tt0287396,Rope and Skin,1979,70,Crime,6.4
tt8502944,Running Naked,2020,92,"Comedy,Drama",5.3
tt0061774,The Invisible Man Attacks,1967,80,Comedy,5.6
tt3893664,Poor Boy,2016,104,"Drama,Western",4.2
tt0278435,Enough,2002,115,"Crime,Drama,Thriller",5.7
tt6099494,Purdah,2018,71,"Documentary,Drama,Sport",8.2
tt10545696,Maigret,2022,89,"Crime,Drama",5.9
tt0303290,Texas,2002,78,Documentary,6.4
tt0437126,Chyornye berety,1995,73,Action,4.3
tt1690967,Come Sunday,2018,106,"Biography,Drama",6.0
tt4839348,Hwasangorae,2014,70,"Animation,Horror,Thriller",6.1
tt0816642,Schnelles Geld,2005,83,Documentary,5.6
tt11604772,For the Time Being,2020,71,Drama,4.8
tt0140581,The Suckling,1990,89,"Drama,Fantasy,Horror",4.6
tt0034581,Carmen,1944,124,"Drama,Music",6.3
tt0209246,Poor Little Rich Girl,1965,66,"Biography,Documentary",6.0
tt9358250,The Disappearance of My Mother,2019,94,Documentary,7.0
tt0172360,Drop Out - Nippelsuse schlägt zurück,1998,98,"Comedy,Crime",4.6
tt1815928,Shades of a Killer,2010,92,"Action,Adventure,Crime",3.9
tt3364386,Caps,2017,80,Drama,5.5
tt3754540,Cholo,1972,87,Drama,5.8
tt16453244,How I Fell in Love with a Gangster,2022,185,"Crime,Drama",6.0
tt1517239,Running Turtle,2009,117,"Action,Comedy,Crime",6.6
tt0045489,La alegre caravana,1953,85,"Comedy,Musical,Romance",4.6
tt4716304,SOS: Secrets of Sex,2013,114,Drama,6.1
tt0071487,The Phantom of Liberty,1974,104,Comedy,7.8
tt1213124,Reality,2008,85,Comedy,6.2
tt4778106,The Big Score,2016,112,Comedy,5.5
tt9187344,Iki Teker Bir ZiI,2018,50,Documentary,6.7
tt0249587,Hriste,1976,96,Drama,5.2
tt0056938,Clémentine chérie,1964,90,Comedy,4.7
tt0305178,James' Journey to Jerusalem,2003,91,"Comedy,Drama",7.4
tt0059603,Piège pour Cendrillon,1965,118,"Crime,Mystery",6.6
tt1168662,Wild Combination: A Portrait of Arthur Russell,2008,71,"Documentary,Romance",7.4
tt0044874,The Man Who Came to Port,1952,88,Drama,8.3
tt0257762,El homicida,1990,95,"Crime,Mystery,Thriller",3.8
tt3480982,Give Us This Day,2014,85,"Documentary,Drama,Sport",6.8
tt0122067,Five Deadly Angels,1980,95,Action,5.1
tt0357507,Boogeyman,2005,89,"Drama,Horror,Mystery",4.1
tt0316882,Warriors of Virtue: The Return to Tao,2002,93,"Action,Adventure,Fantasy",3.5
tt12485916,Jako letní sníh,2021,96,"Biography,History",5.7
tt1059925,According to Greta,2009,92,"Drama,Romance",6.1
tt0380322,Dos cuates a todo dar,1990,90,Comedy,4.5
tt1807921,All I Want,2011,90,"Comedy,Drama,Romance",6.1
tt1569374,Der Schein trügt,2009,97,Documentary,7.5
tt0173297,Sólo pro starou dámu,1978,87,Drama,5.4
tt0119665,Metroland,1997,105,"Comedy,Drama",6.3
tt0085863,The Lonely Lady,1983,92,Drama,3.1
tt0070087,Wit's End,1971,86,"Adventure,Mystery,Thriller",3.3
tt0289933,The Dark Diamond,2004,85,"Adventure,Family,Mystery",4.8
tt2085800,Choked,2011,110,Drama,6.5
tt0401591,Brooklyn Lobster,2005,94,"Comedy,Drama",6.4
tt12146280,Setan Kredit,1981,84,Comedy,7.3
tt5492502,Cargo,2017,91,Drama,6.4
tt2094856,It Is No Dream,2012,97,Documentary,6.4
tt1847618,Jim Said No,2011,56,Documentary,8.6
tt5080074,Patries: Homelands,2015,117,Drama,7.8
tt1477837,Cedar Rapids,2011,87,Comedy,6.3
tt0863023,It's Happiness: A Polka Documentary,2006,88,Documentary,7.3
tt1653670,Hostile Encounter,2010,73,"Adventure,Drama,Thriller",3.5
tt0051619,Flaming Frontier,1958,70,Western,4.2
tt0099432,Ding et Dong le film,1990,96,Comedy,6.0
tt0188762,Killer from Above,1977,92,"Action,Drama",6.3
tt0397229,20:30:40,2004,113,"Comedy,Drama,Music",6.6
tt0081613,The Tempest,1979,95,"Drama,Fantasy",6.4
tt0057461,La rosa de los vientos,1983,84,"Drama,Fantasy",4.6
tt0050190,The Big Caper,1957,84,"Crime,Drama,Film-Noir",6.5
tt3960820,Land,2018,111,Drama,6.5
tt0074785,La legge violenta della squadra anticrimine,1976,88,"Crime,Drama,Thriller",5.9
tt0082577,Like Rabbits,1982,79,Family,6.7
tt3089904,Violet,2014,85,"Action,Drama,Family",5.9
tt0092048,Tampopo,1985,114,Comedy,7.9
tt4779660,The Way We Talk,2015,80,"Documentary,Family",8.4
tt4781252,Lord of the Freaks,2015,112,Documentary,6.5
tt5869644,Surviving Indie,2016,96,Documentary,6.2
tt0317942,Nammoora Mandaara Hoove,1996,168,"Drama,Romance",7.9
tt1361504,50 Years! Of Love?,2008,86,Documentary,7.0
tt0060965,Seven Magnificent Guns,1966,100,"Action,Adventure,Comedy",4.9
tt0373253,Pudhu Yugam,1985,120,"Action,Comedy,Crime",4.2
tt1329403,The Mind,2009,117,Horror,6.8
tt0104081,Too Much Heart,1992,95,"Drama,Thriller",6.3
tt0247967,Modern Comforts,2000,95,Drama,7.5
tt1956545,Kizimin Kani,1987,88,"Adventure,Crime,Drama",4.8
tt1127875,The Abductor,2009,48,Thriller,6.4
tt10376384,Go Back,2020,98,"Crime,Drama",6.3
tt14076114,The Amityville Moon,2021,92,"Horror,Thriller",2.6
tt3801362,Basic Human Needs,2015,82,"Comedy,Drama",7.3
tt0076115,La güera Rodríguez,1978,113,"Biography,Drama,History",7.4
tt3457790,Divide in Concord,2014,82,"Biography,Documentary",6.9
tt6490532,Buried Child,2016,110,Drama,7.3
tt1182937,Rab Ne Bana Di Jodi,2008,167,"Comedy,Drama,Music",7.2
tt0349363,Don ni natta otoko,1991,110,Drama,5.8
tt3209716,Foals Live at the Royal Albert Hall,2013,87,Music,8.7
tt0248626,Zora the Vampire,2000,105,"Comedy,Horror",5.1
tt0090888,Crossroads,1986,99,"Drama,Music,Mystery",7.1
tt8704236,Sumergida,2019,82,"Drama,Thriller",6.3
tt0286803,Main Solah Baras Ki,1998,150,"Musical,Romance",4.5
tt1065099,My Friend Ganesha,2007,190,"Animation,Fantasy",4.8
tt1266664,The Happy Life,2007,112,"Comedy,Drama",6.8
tt18328030,Chop & Steele,2022,77,Documentary,8.3
tt6863208,Kuluçka,2017,90,"Fantasy,Mystery,Sci-Fi",5.5
tt1724597,London Town,2016,92,"Drama,Music",6.4
tt2314394,Operasiones espesiales,2014,92,"Action,Comedy",4.7
tt2509532,With Mom,2013,80,Drama,6.0
