tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0981071,Resurrection Mary,2006,69,Drama,4.4
tt3119152,Ci Ye,2013,99,Action,4.8
tt0122164,Magic of Spell,1988,80,"Action,Adventure,Comedy",7.2
tt0037276,Noroshi wa Shanghai ni agaru,1944,92,"Drama,History,War",5.4
tt14490602,Avtar Dharine Aavu Chu,2015,176,Drama,10.0
tt0083614,Balles perdues,1983,91,"Crime,Thriller",6.2
tt0388097,HWY: An American Pastoral,1969,50,Drama,6.6
tt0360771,Making Revolution,2003,88,Comedy,6.7
tt0270738,Willie's War,1994,63,"Drama,War",7.5
tt0064932,Santo and Blue Demon vs. the Monsters,1970,85,"Action,Adventure,Fantasy",6.0
tt11744850,In My Dream,2020,101,"Drama,Family",6.2
tt0265420,Nights,2000,73,Drama,5.1
tt9363502,Last Night in Rozzie,2021,80,Drama,5.0
tt0491977,Dolap Beygiri,1982,90,"Comedy,Drama",7.2
tt2241725,Ya Rab Walad,1984,100,"Comedy,Drama,Romance",6.8
tt0410478,Progulka po eshafotu,1992,123,"Fantasy,Horror,Mystery",6.5
tt0485513,"Main, Meri Patni... Aur Woh!",2005,129,"Comedy,Drama,Romance",7.2
tt0097095,Coming Out,1989,113,"Drama,Romance",7.0
tt0093985,Skytturnar,1987,73,Drama,6.1
tt4869678,Superstar Kidnap,2015,120,Thriller,6.8
tt0376746,Little Men,2003,86,Comedy,6.9
tt0075759,Black Aphrodite,1977,96,"Action,Crime,Romance",4.4
tt12148122,French Waves,2017,88,"Documentary,Music",5.0
tt0262226,Amor vendido,1951,99,"Crime,Drama,Musical",6.4
tt3799092,Sexo Salvaje,2015,80,Drama,6.5
tt3502802,Evidence of a Haunting,2010,80,"Drama,Fantasy,Horror",2.4
tt0112924,East Meets West,1995,124,Western,5.8
tt0232951,Will,1981,80,Drama,5.5
tt7510790,1804: The Hidden History of Haiti,2017,115,Documentary,6.1
tt0116875,Life,1996,85,Drama,6.8
tt10210810,Divine Appointments,2019,49,Documentary,8.9
tt0110457,Le mangeur de lune,1994,80,Comedy,4.6
tt1254956,From Inside,2008,71,"Animation,Horror",6.2
tt0078757,An Almost Perfect Affair,1979,93,"Comedy,Romance",5.3
tt0280745,Hollywood Mavericks,1990,90,Documentary,6.9
tt0810077,The Untouchable,2006,82,Drama,5.1
tt0050100,Paradise Lagoon,1957,94,"Adventure,Comedy,Romance",7.1
tt1233481,Cafe Isobe,2008,113,"Comedy,Drama",6.6
tt2184095,3 Day Test,2012,81,"Comedy,Family",4.3
tt5918632,Butcher the Bakers,2017,94,"Comedy,Horror",6.0
tt0843878,UKM: The Ultimate Killing Machine,2006,85,"Horror,Sci-Fi",3.1
tt0100536,S'en fout la mort,1990,90,Drama,6.7
tt2368679,Chercher le garçon,2012,70,Drama,5.8
tt0090147,Teo el pelirrojo,1986,95,Drama,8.0
tt7325984,In Search of Ladino,1981,60,Documentary,7.8
tt8851630,The Three Exclamation Marks,2019,99,"Adventure,Family",5.0
tt0059414,Die lustigen Weiber von Windsor,1965,97,"Comedy,Music,Romance",7.2
tt0281231,Training Wheels,2002,90,"Comedy,Drama",4.4
tt1841611,Gandu,2010,85,Drama,5.5
tt2064960,The Great Flood,2012,80,"Documentary,History,Music",6.8
tt4111880,Temples of Dreams,2015,82,Documentary,6.9
tt0052340,The Restless Night,1958,95,"Drama,War",6.9
tt0154948,Nepotii gornistului,1953,106,"Action,Drama",6.7
tt0047594,The Invisible Avenger,1954,70,"Crime,Mystery,Sci-Fi",6.0
tt2082197,Barfi!,2012,151,"Comedy,Drama,Romance",8.1
tt5231992,Intensive Care,2018,80,"Action,Comedy,Thriller",3.9
tt14289696,Capitán Carver,2021,82,Thriller,4.6
tt0131571,A Bomb Was Stolen,1962,74,"Comedy,Fantasy,Sci-Fi",6.7
tt0053146,Black Orpheus,1959,100,"Drama,Fantasy,Music",7.4
tt5612156,An Almost Perfect Country,2016,92,Comedy,5.9
tt0903650,Tarap,2006,135,Action,4.9
tt13609560,Misfit 3: De Finale,2020,82,Comedy,5.2
tt0045004,Outlaw Women,1952,75,Western,5.2
tt0465659,Urbanworld,2005,120,Drama,7.8
tt0307839,Tomorrow La Scala!,2002,108,Comedy,7.4
tt2080344,Matrimonio a Parigi,2011,110,Comedy,3.4
tt1254792,Lost Times,2009,90,Drama,6.2
tt0759481,On the Outskirts,2006,83,Documentary,7.0
tt0369330,Chooch,2003,81,"Comedy,Romance",4.1
tt1895342,"El Papus, anatomia d'un atemptat",2010,52,Documentary,7.3
tt0058378,Un mostro e mezzo,1964,90,Comedy,5.9
tt0496441,World on Fire,2005,89,"Comedy,Drama",7.4
tt0312364,Anomaliya,1993,83,Sci-Fi,5.2
tt0441466,Sabah olmasin,1969,86,Drama,3.9
tt0189764,Rebirth of Mothra III,1998,99,"Adventure,Fantasy,Sci-Fi",5.7
tt3924518,The Survivor: War's End,2014,130,Action,8.1
tt12526902,Carajita,2021,86,Drama,7.3
tt7690670,SuperFly,2018,116,"Action,Crime,Thriller",5.2
tt6268594,Him,2016,85,Horror,1.9
tt0208114,Dzusový román,1988,75,Drama,6.8
tt6824050,Rudy Ruettiger: The Walk On,2017,78,"Documentary,Sport",7.5
tt5514632,March Comes in Like a Lion,2017,138,"Drama,Sport",6.6
tt1941668,Dead or Alive 1918,2012,70,"Drama,History,War",4.6
tt0489013,Damaged Goods,2005,88,"Comedy,Romance",7.1
tt5169678,Immortal,2015,90,"Comedy,Drama",7.1
tt6312872,Knife in the Clear Water,2016,92,Drama,6.5
tt0123928,Johnny Larsen,1979,100,"Drama,Romance",6.8
tt5421078,Grief,2017,81,"Drama,Thriller",6.5
tt0397908,Bad Boy,2004,59,Documentary,8.6
tt10941090,Dear Brother,2019,106,Documentary,7.1
tt2515142,I Love You All,2012,75,"Drama,Romance",7.3
tt0922403,Shadow of Silence,2006,110,Drama,6.5
tt5578056,Tevanik,2014,81,"Drama,War",8.5
tt3307226,Hadaka no itoko,2013,130,Mystery,5.5
tt0104319,Dr. Lamb,1992,89,"Crime,Horror",5.9
tt2260760,"Buenas noches, dijo la Señorita Pájaro",2012,100,"Horror,Mystery",4.6
tt2118707,Pretty Perfect,2014,98,"Drama,Romance,Thriller",7.6
tt2016923,Miss Jiao Jiao,1986,100,Family,6.3
tt0045833,Goryachee serdtse,1953,179,Drama,6.6
tt0075393,Vigilante Force,1976,89,"Action,Adventure,Crime",5.2
tt6569042,AL Ragol Alazi Atass,1985,115,"Comedy,Drama",5.6
tt6138228,Downrange,2017,90,"Action,Horror,Thriller",5.5
tt0083220,Tovarishch Innokentiy,1981,90,"Adventure,History",6.7
tt14186678,Turbo Cola,2022,94,"Comedy,Crime,Drama",4.8
tt5779372,An Interview with God,2018,97,"Drama,Mystery",5.8
tt1139806,The Easy Way,2008,100,"Biography,Crime,Drama",5.8
tt5195730,Memento Mortis,2015,80,Horror,4.4
tt0050941,Der schönste tag meines lebens,1957,95,"Drama,Music",6.7
tt0425079,Lovelorn,2005,142,Drama,7.8
tt0989868,Thirteen Princess Trees,2006,100,Drama,6.8
tt1242543,Jungle Child,2011,131,"Adventure,Biography,Drama",7.1
tt0037902,Marshal of Laredo,1945,56,Western,6.1
tt0498560,De prijs van katoen,2005,56,Documentary,4.8
tt6101284,A Sibling Mystery,2017,80,"Comedy,Mystery",7.3
tt0239879,Raw Deal: A Question of Consent,2001,90,"Crime,Documentary",7.4
tt1512171,Il mercante di stoffe,2009,88,"Drama,Romance",4.8
tt0289911,Dark Carnival,1993,90,Horror,2.5
tt10034258,Sergiu Celibidache: The Triumphant Return,1992,55,Documentary,8.4
tt5984026,"Jean Ziegler, l'optimisme de la volonté",2016,93,Documentary,6.5
tt0415193,Original Child Bomb,2004,57,Documentary,7.1
tt0122262,She mo nu da nao dou shi,1974,90,"Action,Adventure,Comedy",4.8
tt0277455,¡Yo sabia demasiado!,1960,89,"Action,Crime,Drama",3.2
tt0096768,African Timber,1989,98,Thriller,4.6
tt1876252,Bacalar,2011,96,Adventure,6.0
tt0058627,Swedish Portraits,1964,106,Comedy,6.5
tt12953604,Die Schwarze Spinne,2022,116,Drama,6.2
tt12993628,David,2013,118,Drama,5.9
tt12152860,Atração de Risco,2020,102,Thriller,7.1
tt1927041,Step Up Love Story,2011,73,"Comedy,Romance",4.9
tt1422900,Searching for the 4th Nail,2009,52,Documentary,9.0
tt9643542,Me and the Devil,2019,88,Horror,4.0
tt0267605,L'italiano,2002,90,Drama,4.9
tt14475870,Hotel Poseidon,2021,90,Horror,5.5
tt0295522,Planet der Kannibalen,2001,91,"Comedy,Crime,Mystery",5.1
tt4837232,Outside the Box,2015,79,"Action,Comedy,Thriller",5.4
tt0283015,Stranded,2001,95,"Drama,Sci-Fi",5.3
tt3916776,Die Abmachung,2015,90,"Drama,Family",5.1
tt3007030,Instructions Not Included,2011,52,"Comedy,Romance",7.9
tt3758564,The Brooklyn Banker,2016,95,"Action,Crime,Drama",6.1
tt9115652,Testosterone: Volume One,2017,107,Drama,5.0
tt7571874,Jiyan's Story,2017,80,"Documentary,War",6.8
tt1409829,Everything's Eventual,2009,78,"Crime,Drama,Horror",6.9
tt1615842,Fallen Souls,2010,119,"Sci-Fi,Thriller",5.3
tt6728096,The Breaker Upperers,2018,90,Comedy,5.9
tt0056813,Yang Nai Wu yu Xiao Bai Cai,1963,120,"Drama,Musical",6.9
tt10925838,A Beauty & The Beast Christmas,2019,90,"Comedy,Drama,Romance",4.7
tt0464783,5 Sides of a Coin,2003,70,"Documentary,Music",8.2
tt1797346,1915 Armenian Genocide,2010,60,"Documentary,History",4.0
tt5156910,Ouija 3: The Charlie Charlie Challenge,2016,85,Horror,2.3
tt0967925,Al Qarem,2006,83,"Drama,War",6.7
tt9089992,Blackboard vs Whiteboard,2019,152,"Action,Family",5.7
tt1792026,Aquaponics Made Easy,2008,90,Documentary,6.1
tt1379057,Burn Paris Burn,2009,71,"Animation,Fantasy,Mystery",6.1
tt9024926,Gledelig jul,2020,90,"Comedy,Drama",5.8
tt1522309,Still a Teen Movie,2009,106,Comedy,4.2
tt0098062,Paper Star,1989,91,Drama,5.7
tt10312914,Majaz: Ae Gham-e-Dil Kya Karun,2017,178,Biography,6.2
tt0281679,Brasileirinhas 2001,2001,85,Documentary,7.1
tt4955038,Introdução à Música do Sangue,2015,95,Drama,5.6
tt0299844,Forward!,2002,79,"Comedy,Family,Romance",6.5
tt0475241,Khadak,2006,104,"Drama,Romance",6.9
tt0070124,Gordon's War,1973,90,"Adventure,Crime",6.4
tt1311053,Rise Up,2009,88,Documentary,7.7
tt1228726,Mr. White Mr. Black,2008,130,"Action,Comedy,Crime",3.4
tt0191415,SOS nad taygoy,1981,84,Action,5.5
tt0123373,Evening Land,1977,109,"Drama,Sci-Fi",7.2
tt0110681,No Pets,1994,79,Drama,7.4
tt0383025,The Story of My Life,2004,90,"Comedy,Romance",6.7
tt0106984,Leaving Lenin,1993,90,Comedy,7.8
tt1745961,"We're the Weakerthans, We're from Winnipeg",2010,92,"Documentary,Music",7.4
tt1815664,Dead Crazy,2011,90,Horror,8.0
tt0988655,A Flat,2010,103,"Drama,Horror,Romance",4.4
tt0290819,Quincy's Quest,1979,80,"Family,Fantasy",7.3
tt0491650,Pleasant Moments,2006,113,Drama,5.8
tt0197687,Miss Nude America,1976,82,Documentary,6.5
tt0416825,Howard Zinn: You Can't Be Neutral on a Moving Train,2004,78,Documentary,7.4
tt0041982,Train of Events,1949,88,Drama,6.5
tt4790076,Witchcraft 15: Blood Rose,2016,81,"Action,Adventure,Comedy",2.1
tt8394024,Hot Belle,1979,54,"Drama,Romance",3.9
tt0401787,Siblings,2004,85,Comedy,6.4
tt1391116,Resistance,2011,92,"Drama,Sci-Fi,Thriller",4.9
tt3140634,Ladies Mafia,2011,86,"Adventure,Crime,Romance",3.9
tt1672177,Rain Down,2010,96,Drama,4.5
tt1997281,"No. 32, B District",2011,87,"Horror,Mystery",2.7
tt2710166,Through My Father's Eyes,2019,104,"Biography,Documentary,Sport",6.2
tt0133281,Longing for Home,1981,100,Drama,6.7
tt4076818,On the Bride's Side,2014,89,"Adventure,Documentary,Drama",6.8
tt1212443,Spoken Word,2009,116,Drama,6.3
tt0234951,Unleashed,1997,84,"Comedy,Horror",6.8
tt2420176,A Secret Affair,2012,108,Drama,4.9
tt11051576,Ouvertures,2019,132,Documentary,6.5
tt0082655,Los liantes,1981,84,Comedy,4.9
tt0403441,Rajski ptak,1988,93,Drama,5.4
tt6737944,Dhairyam,2017,145,"Action,Family,Thriller",5.9
tt0057639,The Sign of the Coyote,1963,80,"Adventure,Western",4.5
tt0312642,De droom van de beer,2000,90,Documentary,7.4
tt2105071,spOILed,2011,90,Documentary,6.9
tt1330186,Ride Away,2008,88,"Drama,Romance",6.1
tt1931544,Of Women and Horses,2011,101,"Drama,Sport",5.5
tt0261185,Poklonnik,2001,93,"Drama,Thriller",6.3
tt0045652,Count the Hours!,1953,76,"Crime,Drama,Film-Noir",6.2
tt1662540,Pratisaad: The Response,2010,126,"Biography,Drama",8.2
tt0152066,The Adventures of Buratino,1960,68,"Adventure,Animation,Family",7.2
tt1754478,Servitude,2011,85,Comedy,5.0
tt2401868,Cement Suitcase,2013,91,"Comedy,Drama",6.2
tt11050064,Kiangnan 1894,2019,85,Animation,6.5
tt0272540,Un caso para dos,1997,89,Thriller,6.4
tt14433246,Level,2021,62,History,3.0
tt0099280,Club Fed,1990,93,Comedy,3.2
tt1806982,O bir melekti,1987,75,"Crime,Drama",3.8
tt0071970,The Parallax View,1974,102,"Drama,Thriller",7.1
tt5189386,Quanto Tempo o Tempo Tem,2015,76,Documentary,7.3
tt1863299,Kuluhiro: Hope,2011,45,Documentary,8.3
tt0080729,Il ficcanaso,1980,99,"Comedy,Mystery",6.3
tt4675926,Walk with Me,2016,105,"Drama,Romance,War",6.4
tt1754633,The Ghastly Love of Johnny X,2012,106,"Comedy,Fantasy,Musical",5.5
tt1094988,Altar,2007,90,Horror,5.8
tt1516563,Long Distance Love,2008,77,Documentary,6.9
tt0079833,Lupin III: The Castle of Cagliostro,1979,100,"Action,Adventure,Animation",7.6
tt11225756,The Lost Leonardo,2021,96,"Documentary,Mystery",7.5
tt0049588,Pacific Destiny,1956,97,Drama,5.8
tt0455578,Kanaa Kanden,2005,146,"Romance,Thriller",6.5
tt0047310,Orders Are Orders,1954,78,Comedy,4.8
tt0143308,Istanbul,1952,67,Drama,6.7
tt0405652,The Last Affair,1960,85,Comedy,4.5
tt0244463,Citlivá místa,1988,88,Drama,5.9
tt0059627,Let's Talk About Men,1965,91,"Comedy,Drama",6.0
tt12653060,Bad Blood,2021,98,"Drama,History,Western",6.7
tt3499458,The Walking Deceased,2015,88,"Comedy,Fantasy,Horror",3.6
tt16211184,Marjaney,2021,140,Action,7.2
tt1315590,Roohi,1981,135,"Action,Drama,Romance",2.4
tt0139374,A Ilha dos Paqueras,1970,105,"Comedy,Crime",4.8
tt3171804,Sangama,2008,138,"Drama,Romance",6.9
tt7172590,Holy Emy,2021,111,"Drama,Horror,Mystery",6.1
tt4405088,Life of Significant Soil,2016,72,"Comedy,Drama",6.1
tt0041260,Conspirator,1949,87,"Crime,Drama,Thriller",6.1
tt0120187,Spoiler,1998,90,"Action,Sci-Fi",4.2
tt10028196,Laal Singh Chaddha,2022,159,"Comedy,Drama,Romance",5.4
tt0099685,Goodfellas,1990,145,"Biography,Crime,Drama",8.7
tt0067933,Vengeance of a Snowgirl,1971,91,"Action,Adventure",7.0
tt0056037,La gran familia,1962,104,"Comedy,Drama",6.5
tt0083065,She Dances Alone,1981,87,Drama,7.4
tt0218800,Two Thousand and None,2000,94,"Comedy,Drama",5.7
tt0087889,The Party Animal,1984,78,"Comedy,Fantasy",4.9
tt0083117,St. Helens,1981,90,"Adventure,Drama",6.1
tt0291710,Adiverukal,1986,130,"Action,Drama",6.9
tt10133076,Special,2019,125,"Drama,Thriller",5.8
tt0290032,Potestad,2002,98,Drama,7.2
tt0056111,Ivan's Childhood,1962,95,"Drama,War",8.0
tt0039487,The Imperfect Lady,1946,97,"Drama,Romance",6.6
tt0112553,Bombay,1995,141,"Drama,Romance",8.1
tt9248962,Dosti Ke Side Effects,2019,130,Drama,3.4
tt8740540,Into the Night,2019,74,Mystery,6.4
tt0076780,Summer City,1977,90,"Drama,Thriller",3.9
tt1748200,Sjaak the World,2010,53,"Adventure,Biography,Documentary",8.9
tt14519978,Keep the Cameras Rolling: The Pedro Zamora Way,2021,98,Documentary,8.6
tt5782230,Sarabha,2018,137,Fantasy,6.9
tt0094233,Uuno Turhapuro kaksoisagentti,1987,96,Comedy,5.3
tt2498426,Kidd Life,2012,96,"Biography,Documentary,Music",7.2
tt0075686,Annie Hall,1977,93,"Comedy,Romance",8.0
tt0483586,Chasing 3000,2010,115,"Family,Sport",6.3
tt11312156,Frida. Viva la Vida,2019,98,Documentary,6.1
tt5995546,Ha megeszünk egy hódot,1995,60,Documentary,9.2
tt15458502,Tamasha Live,2022,120,Musical,8.5
tt9731444,Ex-Otago - Siamo come Genova,2019,90,Documentary,8.1
tt0187501,Shinobi No Mono 3: Resurrection,1963,86,"Action,Crime,Drama",6.7
tt0155763,Iruttinde Athmavu,1966,147,Drama,7.7
tt9178004,Clownery,2020,80,"Comedy,Horror",3.2
tt0042469,The Flying Saucer,1950,69,"Sci-Fi,Thriller",3.6
tt5131150,Rebellious City,2015,80,"Documentary,History",9.0
tt1626135,Balls to the Wall,2011,85,Comedy,3.8
tt2748630,Reunion,2015,93,"Action,Horror,Mystery",5.8
tt0103074,Thelma & Louise,1991,130,"Adventure,Crime,Drama",7.5
tt1440318,The Girls of Phnom Penh,2009,64,Documentary,9.1
tt0969325,Riza,2007,109,Drama,6.0
tt0195064,The Prey,1990,85,Drama,5.0
tt3384180,The Man in 3B,2015,93,"Crime,Drama,Thriller",5.3
tt6474204,Cottonwood,2018,101,Thriller,8.9
tt0177606,Puss in Boots,1988,96,"Family,Fantasy,Musical",6.2
tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,170,"Action,Fantasy,Horror",2.6
tt0290871,Sri Sri Sri Maryada Ramanna,1967,133,"Comedy,Drama,History",7.5
tt2179239,The Last Showing,2014,89,"Horror,Thriller",5.1
tt1443561,Christine Cristina,2009,92,"Biography,History",5.7
tt4122552,Manja,2014,110,"Comedy,Drama",5.1
tt4945466,Killing Ed,2015,97,Documentary,6.4
tt0083070,Shoot the Sun Down,1978,100,"Drama,Western",4.6
tt12007484,Fate Grand Order: The Grand Temple of Time,2021,94,"Action,Animation,Drama",6.6
tt0117438,Ransom,1996,121,"Action,Crime,Thriller",6.7
tt1717561,A River of Skulls,2010,100,"Drama,Western",4.3
tt0074184,Barocco,1976,110,"Crime,Drama,Romance",6.0
tt10196316,Simmarasi,1998,162,Drama,5.2
tt2109131,God's Faithful Servant: Barla,2011,108,"Animation,Biography,Drama",5.2
tt0410140,Jue bu di tou,1977,91,Action,7.0
tt0311284,Hitters,2002,88,"Action,Crime,Drama",4.6
tt0382896,The Passage,2003,77,"Action,Crime",5.6
tt0469589,Sir! No Sir!,2005,85,"Documentary,War",7.6
tt4079922,Here She Is,2014,58,Fantasy,6.2
tt6422912,Budak Kelantan,2008,80,Drama,6.5
tt0094810,Bua daeng,1988,81,"Drama,War",5.1
tt0478239,A Mere Formality,2006,92,"Comedy,Romance",5.3
tt0200267,The Rifleman of the Voroshilov Regiment,1999,95,"Crime,Drama",7.4
tt3487082,Twa-Tiu-Tiann,2014,133,"Comedy,Drama,Fantasy",5.2
tt0071712,The Bod Squad,1974,92,"Action,Comedy",5.8
tt0903627,Julia,2008,144,"Crime,Drama,Thriller",7.0
tt14456750,Phantom Summer,2022,106,"Horror,Musical",9.5
tt0074928,Comando Txikia: Muerte de un presidente,1977,103,Drama,5.6
tt0081106,To Love the Damned,1980,84,Drama,6.9
tt0768708,Thavamai Thavamiruntu,2005,180,Drama,7.9
tt1603809,Coal Country,2009,84,Documentary,8.8
tt0109528,"Damselvis, Daughter of Helvis",1994,60,Drama,6.9
tt0100278,Number One Gun,1990,96,"Action,Comedy",4.7
tt0043350,The Blue Veil,1951,113,Drama,7.2
tt0132558,These Hands,1993,45,Documentary,7.2
tt0207961,American Dreams: Lost and Found,1984,58,"Crime,Documentary",7.0
tt5591746,Abortion: Stories Women Tell,2016,92,Documentary,7.1
tt0288142,Ode to the Poet,2001,101,Comedy,7.1
tt0214017,First Light of Dawn,2000,86,Drama,7.7
tt1432989,Soundtracker,2010,82,Documentary,6.7
tt0084306,"El marqués, la menor y el travesti",1983,75,Comedy,4.1
tt7075594,Our Time Will Come,2017,130,"Drama,War",6.4
tt3312866,Les Vêpres siciliennes,2013,285,"Drama,Music",7.0
tt0059207,Fény a redöny mögött,1966,85,"Action,Crime",5.5
tt0088848,Breaking All the Rules,1985,91,"Comedy,Crime,Romance",5.5
tt1774400,Mr. Hayhill and the Lion Wind Vane,2011,95,"Comedy,Family",6.3
tt6439368,Maximum Achievement: The Brian Tracy Story,2017,60,Documentary,7.9
tt0289484,Stesso mare stessa spiaggia,1983,102,Comedy,4.2
tt1302067,Yogi Bear,2010,81,"Adventure,Animation,Comedy",4.6
tt12805704,Gierek,2022,140,"Biography,Drama",4.6
tt6321270,Australien skies,2015,74,Documentary,4.9
tt1869640,Rajanna,2011,132,"Action,Drama,History",6.3
tt4755444,Natural Reaction,2016,80,"Action,Thriller",5.1
tt10174998,That Which Does Not Kill,2019,85,Documentary,7.1
tt8105738,Clandestine Soul,2018,100,"Biography,Documentary,History",8.1
tt2518926,Age of Dinosaurs,2013,88,"Action,Adventure,Sci-Fi",2.8
tt0263905,Protection,2000,77,Drama,6.8
tt0228180,Dangerous Attraction,2000,94,"Mystery,Thriller",3.9
tt0176130,The Seven Mysteries of Life,1994,88,Fantasy,7.4
tt13978628,Pakka Commercial,2022,152,"Action,Comedy,Crime",4.2
tt3158266,Demon Hunters: Fear the Silence,2013,90,"Action,Horror",5.7
tt2004254,My Tomorrow,2011,88,Drama,4.5
tt0096791,God's Will,1989,93,"Drama,Fantasy,Mystery",7.8
tt8956156,Andy,2019,90,"Comedy,Romance",5.0
tt3605266,Everything Beautiful Is Far Away,2017,91,"Fantasy,Sci-Fi",5.7
tt0053989,Dry Lake,1960,89,Drama,6.8
tt4968748,Deux au carré,2015,86,Comedy,5.9
tt0356217,Zig Zag,1963,99,"Action,Drama",6.6
tt0163840,Ena gelasto apogevma,1979,97,Drama,6.1
tt13887008,The Year Before the War,2021,95,Thriller,4.9
tt5148210,Parallelnye pryamye peresekayutsya v beskonechnosti,2015,75,"Drama,Thriller",5.1
tt0309457,Coffee and Language,2001,87,"Drama,Romance",7.8
tt0051074,This Could Be the Night,1957,104,Comedy,6.6
tt0970527,Cordoba Nights,2007,86,"Adventure,Comedy",7.8
tt7510424,Al Ghofran,1971,90,Drama,5.3
tt0336678,Addicted,2002,110,"Drama,Mystery,Romance",6.8
tt3522760,Huba,2014,66,Drama,5.5
tt0893411,Never Forget,2008,90,"Crime,Mystery,Thriller",4.3
tt2368553,Assault on Wall Street,2013,99,"Action,Crime,Thriller",6.0
tt2275763,Expiation,2012,123,"Drama,War",5.6
tt0183072,Feeders,1996,69,"Drama,Horror,Sci-Fi",2.4
tt0191267,Le martyr de Bougival,1949,110,"Comedy,Drama",4.4
tt2445042,Sadistic Yoga,2007,84,"Drama,Thriller",3.7
tt1836740,Gandhi of the Month,2014,117,Drama,8.3
tt1346316,Teraz i zawsze,2009,98,Drama,6.2
tt0060737,"Namu, the Killer Whale",1966,89,"Adventure,Drama,Family",5.7
tt0243756,Alolam,1982,122,Drama,7.3
tt11384004,Love Story,2021,155,Romance,6.8
tt1845774,Amelia's 25th,2013,79,"Animation,Comedy,Fantasy",3.9
tt0461796,Kevin Can Wait,1983,51,Drama,6.8
tt4142394,The Tracker,2019,95,"Action,Thriller",3.5
tt1445608,With One Voice,2008,88,"Documentary,Music",7.7
tt13779394,"The Absurd, Surreal, Metaphysical and Fractured Destiny of Cerebus the Aardvark",2021,70,"Adventure,Animation,Comedy",6.1
tt4260766,Stuck with You!,2015,103,Comedy,2.2
tt0272454,L'Art (délicat) de la séduction,2001,95,"Comedy,Romance",4.6
tt0053829,Escape to Berlin,1961,104,"Drama,Thriller",6.9
tt11121664,Blue Bayou,2021,117,Drama,7.1
tt4929692,The Swordman and the Actress,1955,84,Drama,6.8
tt0313574,Silence of the Body,1992,114,Drama,3.6
tt1831635,A Series of Thoughts,2011,91,Documentary,4.4
tt0213475,Bachpan,1970,133,"Action,Comedy,Crime",6.7
tt0037398,Trigger Trail,1944,59,Western,5.6
tt0206702,Dünki-Schott,1986,90,Comedy,7.5
tt8592146,Afrobeats: From Nigeria to the World,2017,52,Documentary,6.4
tt19403712,The Late Father,2022,93,Comedy,5.0
tt0077669,A Hero Ain't Nothin' But a Sandwich,1977,107,Drama,6.9
tt0472562,Shake Hands with the Devil,2007,112,"Drama,History,War",7.6
tt18601992,Adarna Gang,2022,120,Action,5.3
tt0090915,Dead End Drive-In,1986,88,"Action,Drama,Horror",5.9
tt1284975,The Chifleys of Busby Street,2008,75,Documentary,8.8
tt8081062,Amazing China,2018,90,Documentary,1.8
tt8768908,A Small Punch in a Little Town,2021,82,Drama,7.6
tt0124913,Undskyld vi er her,1980,82,"Comedy,Music",2.7
tt15095938,Blood Brothers: Malcolm X & Muhammad Ali,2021,95,"Biography,Documentary,History",6.9
tt5443198,"El Che, Ernesto Guevara, enquête sur un homme de légende",1997,96,Documentary,6.4
tt0135468,Imperiale,1968,90,"Drama,Romance",5.8
tt1094235,Anabazys,2007,142,Documentary,8.0
tt0158983,"South Park: Bigger, Longer & Uncut",1999,81,"Animation,Comedy,Fantasy",7.7
tt0362209,Lost in New Mexico: The Strange Tale of Susan Hero,2007,85,"Drama,Romance,Sci-Fi",7.1
tt0280224,Ugly World,1974,77,"Crime,Drama,Thriller",6.3
tt3611112,A Sunday Kind of Love,2016,93,"Drama,Fantasy,Romance",4.9
tt5599876,Paul Mooney: A Piece of My Mind - God Bless America,2014,86,Comedy,7.3
tt0091704,Otto Klemperer's Long Journey Through His Times,1985,98,Documentary,8.6
tt9657076,Keeping Company,2021,82,"Comedy,Crime,Horror",4.9
tt2292584,The First Padres,2012,86,"Documentary,History",8.8
tt0069478,Vuk samotnjak,1972,90,"Adventure,Drama,Family",8.0
tt0095110,Esa cosa con plumas,1988,94,Comedy,6.7
tt1667889,Ice Age 4: Continental Drift,2012,88,"Adventure,Animation,Comedy",6.5
tt1524566,Perdida,2009,118,"Biography,Documentary,History",7.9
tt0052938,Jacqueline,1959,104,"Music,Romance",7.7
tt0057353,Napoleoncito,1964,96,Comedy,6.1
tt1632544,From Me to You,2010,128,"Drama,Romance",6.9
tt1155765,My Darling of the Mountains,2008,94,"Comedy,Drama",6.3
tt9200644,Days of the Whale,2019,80,Drama,6.4
tt0430925,Black Jack,2004,81,Action,4.8
tt1849113,Tarot Srbija,2010,60,Documentary,7.9
tt4028312,Soledad,2014,84,Drama,5.9
tt5689026,Destination Arnold,2016,70,Documentary,7.7
tt0096277,"Titánia, Titánia, avagy a dublörök éjszakája",1988,135,Comedy,7.8
tt0187279,Meri Biwi Ka Jawab Nahin,2004,150,"Action,Comedy,Romance",3.5
tt0142121,Blue Fish,1998,60,Romance,5.6
tt2071628,The Resistance,2011,89,"Action,Adventure,Drama",5.0
tt0984205,Mass Romantic,2008,112,Comedy,8.9
tt9065144,The Tragedy of King Richard the Second,2019,150,"Drama,History",6.8
tt0365847,The Myth,2005,122,"Action,Adventure,Comedy",6.1
tt9742582,Tatu,2017,101,Adventure,4.2
tt9080630,Girl/Girl Scene,2019,122,"Comedy,Drama,Romance",2.4
